Name: tree
X Units: Wavelength (micrometers)
First X Value:  0.4000
Last X Value: 2.5000

0.4 0
0.41039 0.00169811
0.420779 0.0167925
0.431169 0.0407547
0.441558 0.0377358
0.451948 0.0396226
0.462337 0.0432075
0.472727 0.0454717
0.483116 0.0426415
0.493506 0.044717
0.503895 0.0460377
0.514285 0.0513208
0.524674 0.0618868
0.535064 0.0760377
0.545453 0.0875472
0.555843 0.0939623
0.566232 0.0958491
0.576622 0.0907547
0.587011 0.0816981
0.597401 0.0769811
0.60779 0.0756604
0.61818 0.0722641
0.628569 0.0681132
0.638959 0.0656604
0.649348 0.0620755
0.659738 0.0607547
0.670127 0.0562264
0.680517 0.0501887
0.690906 0.050566
0.701296 0.0532075
0.711685 0.0530189
0.722075 0.0535849
0.732464 0.0726415
0.742854 0.125849
0.753243 0.192264
0.763633 0.268302
0.774022 0.334528
0.784412 0.385849
0.794801 0.415094
0.805191 0.43566
0.81558 0.44434
0.82597 0.451509
0.836359 0.457925
0.846749 0.460755
0.857138 0.461509
0.867528 0.470943
0.877917 0.473019
0.888307 0.476981
0.898696 0.487358
0.909086 0.490566
0.919475 0.49283
0.929865 0.498868
0.940254 0.505283
0.950644 0.510189
0.961033 0.514528
0.971423 0.511132
0.981812 0.516415
0.992202 0.512264
1.00259 0.506792
1.01298 0.502453
1.02337 0.49566
1.03376 0.496226
1.04415 0.490755
1.05454 0.499245
1.06493 0.504717
1.07532 0.511698
1.08571 0.518868
1.0961 0.524528
1.10649 0.531321
1.11688 0.534528
1.12726 0.540189
1.13765 0.546038
1.14804 0.555849
1.15843 0.552642
1.16882 0.553208
1.17921 0.546038
1.1896 0.538679
1.19999 0.527358
1.21038 0.510755
1.22077 0.495283
1.23116 0.47
1.24155 0.461321
1.25194 0.457925
1.26233 0.456604
1.27272 0.456792
1.28311 0.455849
1.2935 0.461132
1.30389 0.468868
1.31427 0.476792
1.32466 0.484906
1.33505 0.489057
1.34544 0.491509
1.35583 0.490189
1.36622 0.502264
1.37661 0.50434
1.387 0.503774
1.39739 0.499434
1.40778 0.490943
1.41817 0.5
1.42856 0.498491
1.43895 0.484906
1.44934 0.463208
1.45973 0.450755
1.47012 0.426604
1.48051 0.133774
1.4909 0.15
1.50128 0.134906
1.51167 0.13434
1.52206 0.133396
1.53245 0.13434
1.54284 0.136415
1.55323 0.15
1.56362 0.159811
1.57401 0.168868
1.5844 0.178679
1.59479 0.191132
1.60518 0.201321
1.61557 0.210943
1.62596 0.220189
1.63635 0.230189
1.64674 0.24
1.65713 0.246981
1.66752 0.254906
1.67791 0.262642
1.68829 0.269245
1.69868 0.274151
1.70907 0.280377
1.71946 0.281321
1.72985 0.283019
1.74024 0.278491
1.75063 0.278679
1.76102 0.277925
1.77141 0.274906
1.7818 0.269434
1.79219 0.261887
1.80258 0.256981
1.81297 0.247925
1.82336 0.249623
1.83375 0.248868
1.84414 0.24717
1.85453 0.251698
1.86492 0.251509
1.8753 0.25566
1.88569 0.255094
1.89608 0.273962
1.90647 0.0950943
1.91686 0.0758491
1.92725 0.0726415
1.93764 0.0926415
1.94803 0.0888679
1.95842 0.0945283
1.96881 0.0903774
1.9792 0.0962264
1.98959 0.0922642
1.99998 0.102453
2.01037 0.106604
2.02076 0.105472
2.03115 0.112075
2.04154 0.116226
2.05193 0.11717
2.06232 0.12283
2.07271 0.120566
2.08309 0.116415
2.09348 0.121132
2.10387 0.119245
2.11426 0.118113
2.12465 0.12434
2.13504 0.126604
2.14543 0.134151
2.15582 0.136415
2.16621 0.135094
2.1766 0.142642
2.18699 0.142264
2.19738 0.141887
2.20777 0.14
2.21816 0.135849
2.22855 0.135472
2.23894 0.128679
2.24933 0.119811
2.25972 0.109434
2.27011 0.106604
2.2805 0.100755
2.29089 0.095283
2.30128 0.0971698
2.31167 0.103585
2.32205 0.0954717
2.33244 0.094717
2.34283 0.0850943
2.35322 0.0896226
2.36361 0.0920755
2.374 0.0939623
2.38439 0.0690566
2.39478 0.0666038
2.40517 0.0758491
2.41556 0.0656604
2.42595 0.0749057
2.43634 0.0677359
2.44673 0.0613208
